city_ascii,country,lat,lng
Al Faw,Iraq,29.9758,48.4722
Port Neches,United States,29.9765,-93.9459
Atascocita,United States,29.9777,-95.1953
Arvand Kenar,Iran,29.9786,48.5189
Arvand Kenar,Iran,29.9789,48.5206
Pehowa,India,29.98,76.58
Madinat as Sadis min Uktubar,Egypt,29.9833,30.9667
Talwandi Sabo,India,29.9838,75.082
Zhoushan,China,29.9856,122.2074
Giza,Egypt,29.987,31.2118
Green Cove Springs,United States,29.9904,-81.6807
Mansa,India,29.9906,75.3996
Humble,United States,29.9921,-95.2655
Bahawalnagar,Pakistan,29.9928,73.2536
Kyle,United States,29.9932,-97.8852
Ladwa,India,29.9958,77.04
Metairie,United States,29.9977,-90.178
Lucheng,China,29.9985,101.9569
Seyyedan,Iran,30.0019,53.0033
New Iberia,United States,30.0049,-91.8202
Yucheng,China,30.01,103.0415
Kenner,United States,30.0109,-90.2549
Sarsawa,India,30.016,77.4
Gaocheng,China,30.0167,100.2667
Ghagga,India,30.0198,76.1041
Bridge City,United States,30.0298,-93.8406
Bellaa,Morocco,30.0314,-9.5542
Dayton,United States,30.0315,-94.9158
Kirdasah,Egypt,30.032,31.1104
Pakka Kalan,India,30.0323,74.8555
Dera Ghazi Khan,Pakistan,30.0331,70.64
Umm Qasr,Iraq,30.0342,47.9294
Chhajli,India,30.0348,75.828
Kerrville,United States,30.0398,-99.132
Vihari,Pakistan,30.0419,72.3528
Cairo,Egypt,30.0444,31.2358
Asbury Lake,United States,30.0472,-81.7853
Sidi Ouassay,Morocco,30.05,-9.6833
Yuyao,China,30.05,121.15
Middleburg,United States,30.0502,-81.9011
Shaoxing,China,30.0511,120.5833
Bandar-e Deylam,Iran,30.0542,50.1639
Shahr-e Herat,Iran,30.0547,54.3717
Fuyang,China,30.0553,119.95
Spring,United States,30.0613,-95.383
New Orleans,United States,30.0687,-89.9288
Muzaffargarh,Pakistan,30.0694,71.1942
Bhikhi,India,30.07,75.53
Dirba,India,30.07,75.98
Laplace,United States,30.0731,-90.4758
Sidi Boushab,Morocco,30.074,-9.279
Buda,United States,30.0758,-97.8487
Meishan,China,30.0771,103.8484
Sa`adat Shahr,Iran,30.0772,53.1328
Beni Abbes,Algeria,30.08,-2.1
Maur Kalan,India,30.08,75.25
Foum Zguid,Morocco,30.0833,-6.8667
Maur,India,30.0833,75.25
Beaumont,United States,30.0849,-94.1451
Nocatee,United States,30.0927,-81.4095
Tomball,United States,30.0951,-95.6194
Daye,China,30.0961,114.9804
Youngsville,United States,30.0963,-91.9968
Fruit Cove,United States,30.0972,-81.6175
Fleming Island,United States,30.0988,-81.7124
Harnai,Pakistan,30.1,67.9378
Kharial,India,30.1056,75.8855
Bifeng,China,30.1067,103.0133
Rishikesh,India,30.1083,78.2972
Bastrop,United States,30.1113,-97.3176
Awsim,Egypt,30.1167,31.1333
Kot Shamir,India,30.1191,75.0058
Ralla,India,30.12,75.432
Chiman,India,30.12,75.695
Orange,United States,30.1226,-93.7607
Shahr-e Babak,Iran,30.1233,55.1172
Shubra al Khaymah,Egypt,30.1286,31.2422
Yanjiang,China,30.129,104.627
Vidor,United States,30.1291,-93.9967
Sunam,India,30.13,75.8
Yamunanagar,India,30.133,77.288
Ghadamis,Libya,30.1333,9.5
Abohar,India,30.1334,74.2001
Callaway,United States,30.1349,-85.5568
Lakeside,United States,30.1356,-81.7674
Badr,Egypt,30.136,31.715
Broussard,United States,30.1396,-91.954
Mit Nama,Egypt,30.1453,31.2343
Daraj,Libya,30.15,10.45
Samana,India,30.15,76.19
Pauri,India,30.15,78.78
Sheron,India,30.1582,75.7178
Brenham,United States,30.1584,-96.3966
Mandi Burewala,Pakistan,30.1592,72.6817
Al Khankah,Egypt,30.1601,31.3133
Xushan,China,30.1667,121.2333
Imi Mokorn,Morocco,30.1675,-9.2322
Jagadhri,India,30.168,77.301
Oakleaf Plantation,United States,30.1689,-81.8337
Upper Grand Lagoon,United States,30.169,-85.7407
Birqash,Egypt,30.1692,31.0417
Orange Park,United States,30.1706,-81.7041
The Woodlands,United States,30.1738,-95.5134
Songzi,China,30.174,111.757
Doiwala,India,30.176,78.124
Ait Ali,Morocco,30.1765,-9.4886
Bellair-Meadowbrook Terrace,United States,30.1796,-81.7375
Quetta,Pakistan,30.1833,67
Baghin,Iran,30.1839,56.8075
Chaoke,India,30.1847,75.3362
Malaut,India,30.19,74.499
Lake City,United States,30.1901,-82.6471
Ma`an,Jordan,30.1962,35.7341
Multan,Pakistan,30.1978,71.4697
Panama City,United States,30.1995,-85.6003
Qalyub,Egypt,30.1997,31.2053
Giddarbaha,India,30.2,74.67
Lake Charles,United States,30.201,-93.2111
Palm Valley,United States,30.2011,-81.3948
Huangshi,China,30.2011,115.039
Tieshansi,China,30.2064,114.9003
Lafayette,United States,30.2082,-92.0325
Bhucho Mandi,India,30.2129,75.0969
Gonzales,United States,30.2132,-90.9234
Biougra,Morocco,30.2144,-9.3708
Agadir Melloul,Morocco,30.2167,-7.8
Laungowal,India,30.2167,75.6833
Crowley,United States,30.2175,-92.3752
Srinagar,India,30.22,78.78
Jennings,United States,30.2233,-92.6582
Wislane,Morocco,30.225,-8.3801
Eden Isle,United States,30.2268,-89.8043
Mahna,India,30.228,74.9937
Sulphur,United States,30.2286,-93.3566
Bhatinda,India,30.23,74.9519
Sidi Bibi,Morocco,30.2333,-9.5333
Lynn Haven,United States,30.2337,-85.637
Panama City Beach,United States,30.237,-85.8776
Hendijan,Iran,30.2383,49.7075
Hornsby Bend,United States,30.2388,-97.5899
Abu Za`bal,Egypt,30.2415,31.411
Lahra Muhabbat,India,30.2421,75.1666
Takad Sahel,Morocco,30.25,-9.55
Sangrur,India,30.2506,75.8442
Badru Khan,India,30.2523,75.7917
Al `Uqaylah,Libya,30.2558,19.1994
Lumberton,United States,30.2562,-94.207
Sepidan,Iran,30.2594,51.9853
Fredericksburg,United States,30.266,-98.8751
Tamgrout,Morocco,30.2667,-5.6667
Hangzhou,China,30.267,120.153
Kot Bhai,India,30.2678,74.699
Bhawanigarh,India,30.27,76.04
Gulf Shores,United States,30.2764,-87.7017
Jacksonville Beach,United States,30.2782,-81.4045
Dhanaula,India,30.28,75.58
Rudraprayag,India,30.28,78.98
Gobindpura,India,30.2805,75.0187
Qaha,Egypt,30.2833,31.2
Dhaula,India,30.2856,75.4602
Slidell,United States,30.2887,-89.7828
Lqoliaa,Morocco,30.2908,-9.4661
Lichuan,China,30.291,108.9364
Kerman,Iran,30.2911,57.0678
Ashmun,Egypt,30.2941,31.0342
Tapa,India,30.2979,75.3694
Arifwala,Pakistan,30.2981,73.0561
Khanewal,Pakistan,30.3,71.9333
Saha,India,30.3,76.9667
Austin,United States,30.3005,-97.7522
Sanaur,India,30.3018,76.4579
Moss Bluff,United States,30.3039,-93.2051
Al `Ashir min Ramadan,Egypt,30.3065,31.7415
Bee Cave,United States,30.3084,-97.9629
Maihma Sarja,India,30.311,74.8427
Carencro,United States,30.3126,-92.0388
Shibin al Qanatir,Egypt,30.3133,31.3214
Prairieville,United States,30.3151,-90.9571
Nathana,India,30.3155,75.0931
Bilaspur,India,30.32,77.32
Longzhou,China,30.32,112.23
Ganga,India,30.3229,74.9234
Conroe,United States,30.3238,-95.4824
Xiantao,China,30.328,113.443
Bay St. Louis,United States,30.3281,-89.3774
Zagora,Morocco,30.3306,-5.8381
Jacksonville,United States,30.3322,-81.6749
Saundhonwali,India,30.3331,77.9608
Premnagar,India,30.3331,77.9608
Ait Melloul,Morocco,30.3342,-9.4972
Sa`idi,Iran,30.3364,57.0994
Atlantic Beach,United States,30.3375,-81.4127
Ablu,India,30.3391,74.7879
Patiala,India,30.34,76.38
Hadiaya,India,30.3413,75.5117
Pakpattan,Pakistan,30.3442,73.3839
Dehra Dun,India,30.345,78.029
Madan,Iran,30.3469,48.2825
Kotli Ablu,India,30.3504,74.7868
Elgin,United States,30.3526,-97.3883
Tukh,Egypt,30.3539,31.2007
Lakeway,United States,30.3544,-97.9864
Manor,United States,30.3562,-97.5227
Gardere,United States,30.3582,-91.1346
Village St. George,United States,30.3598,-91.0672
Temsia,Morocco,30.36,-9.414
Do Gonbadan,Iran,30.36,50.7839
Long Beach,United States,30.3608,-89.1651
Basht,Iran,30.3611,51.1558
Steiner Ranch,United States,30.3654,-97.896
Inezgane,Morocco,30.3658,-9.5381
Pascagoula,United States,30.3666,-88.5506
Dhuri,India,30.3685,75.8679
Oak Hills Place,United States,30.369,-91.0887
Muping,China,30.3692,102.8139
Barnala,India,30.37,75.54
Nabha,India,30.37,76.15
Chak Thathi,Pakistan,30.3701,73.2215
Nacozari de Garcia,Mexico,30.3736,-109.6864
Shuanghe,China,30.3746,106.7903
Mandeville,United States,30.3751,-90.0904
Yidu,China,30.378,111.45
Diamondhead,United States,30.3791,-89.3707
My Drarga,Morocco,30.38,-9.48
Ambala,India,30.38,76.78
Tehri,India,30.38,78.48
Ziarat,Pakistan,30.381,67.727
Madinat as Sadat,Egypt,30.3811,30.5266
Nacozari Viejo,Mexico,30.3833,-109.6833
Az Zubayr,Iraq,30.3833,47.7
Warrington,United States,30.3835,-87.2946
Doda,India,30.3844,74.6394
Miramar Beach,United States,30.3854,-86.3442
Yakushima,Japan,30.39,130.6511
Ezhou,China,30.3914,114.8949
Jiancheng,China,30.3931,104.5465
Destin,United States,30.395,-86.4701
Foley,United States,30.3983,-87.665
Sanghera,India,30.3986,75.5614
Oulad Teima,Morocco,30.4,-9.2167
Ain el Mediour,Morocco,30.4,-8.8833
Kaoni,India,30.4,74.663
Mallan,India,30.4015,74.7365
Shenandoah,United States,30.4019,-91.002
Fazilka,India,30.403,74.025
Kabirwala,Pakistan,30.4053,71.8681
Rupana,India,30.407,74.5276
Ocean Springs,United States,30.4082,-88.7861
Gautier,United States,30.4106,-88.6568
Rafsanjan,Iran,30.4111,55.9911
Zawiyat Razin,Egypt,30.4122,30.8536
Myrtle Grove,United States,30.4158,-87.3027
Nuevo Casas Grandes,Mexico,30.4167,-107.9167
Kenafif,Morocco,30.4167,-9.0333
Bilbays,Egypt,30.4167,31.5667
Midway,United States,30.4169,-87.0229
Navarre,United States,30.4174,-86.8907
Moss Point,United States,30.4241,-88.5289
Fort Walton Beach,United States,30.4255,-86.6222
Zhijiang,China,30.426,111.761
West Pensacola,United States,30.4263,-87.2679
Gulfport,United States,30.4274,-89.0704
Sahna,India,30.4293,75.3813
Bhai Rupa,India,30.4311,75.2206
Thikriwala,India,30.4328,75.5261
Agadir,Morocco,30.4333,-9.6
Al Bajur,Egypt,30.4333,31.0569
Deh-e Shu,Afghanistan,30.4344,63.3183
Xuqiaocun,China,30.4355,120.3645
Gulf Hills,United States,30.4367,-88.815
Paonta Sahib,India,30.438,77.624
Khorramshahr,Iran,30.4394,48.1817
Abi al Khasib,Iraq,30.4411,47.9725
Pensacola,United States,30.4413,-87.1911
Bhagsar,India,30.4417,74.4023
Kotha Guru,India,30.4419,75.0948
Baton Rouge,United States,30.442,-91.1311
Biloxi,United States,30.4426,-88.9514
Wells Branch,United States,30.4433,-97.679
Wright,United States,30.4445,-86.6419
Mian Channun,Pakistan,30.45,72.3667
Harbatpur,India,30.45,77.73
Mussoorie,India,30.45,78.08
Jaito,India,30.4509,74.8829
Pflugerville,United States,30.4515,-97.6018
Lago Vista,United States,30.4519,-97.9908
Huanggang,China,30.4537,114.8724
Yanguancun,China,30.4541,120.5545
Tallahassee,United States,30.4551,-84.2527
Changbang,China,30.4555,120.4433
Guang'an,China,30.4564,106.6326
Bellview,United States,30.462,-87.312
Munuf,Egypt,30.4658,30.9308
Kot Addu,Pakistan,30.4664,70.9656
Banha,Egypt,30.4667,31.1833
Vikasnagar,India,30.468,77.774
D'Iberville,United States,30.4709,-88.9011
Taroudannt,Morocco,30.471,-8.8806
Bavanat,Iran,30.4717,53.6261
Thandewala,India,30.472,74.5898
Brent,United States,30.4727,-87.2495
Denham Springs,United States,30.4743,-90.9593
Muktsar,India,30.4743,74.5166
Bhadaur,India,30.4764,75.3306
Marvast,Iran,30.4775,54.2128
Covington,United States,30.481,-90.1122
Bhambia Bhai,India,30.4812,75.094
Aourir,Morocco,30.4833,-9.6333
San Quintin,Mexico,30.4837,-115.95
Beni Zouli,Morocco,30.4839,-5.8619
Rajpura,India,30.484,76.594
Lalru,India,30.4867,76.8006
Tibba,India,30.4876,75.6967
Bhagta,India,30.4882,75.1013
Eunice,United States,30.4904,-92.4191
Sidi Yahia,Morocco,30.4969,-8.8211
Dakpatthar,India,30.4969,77.7989
Xieqiaocun,China,30.4973,120.6106
Merrydale,United States,30.4998,-91.1081
Dama,China,30.5009,120.3413
Shanawan,Egypt,30.5031,31.0058
Bandar Emam,Iran,30.5058,49.0742
Hammond,United States,30.5061,-90.4563
Ait Yazza,Morocco,30.5063,-8.7931
Ladhuka,India,30.5082,74.0905
Cedar Park,United States,30.5105,-97.8197
Santa Anita,Mexico,30.5118,-111.1234
Brushy Creek,United States,30.5128,-97.7386
Al Basrah,Iraq,30.515,47.81
Maler Kotla,India,30.5167,75.8833
Ferry Pass,United States,30.5205,-87.1899
Fairhope,United States,30.5209,-87.8813
Opelousas,United States,30.5252,-92.0816
Talamba,Pakistan,30.5255,72.2398
Ensley,United States,30.5259,-87.2733
Saidoke,India,30.5267,75.2867
Round Rock,United States,30.527,-97.6642
Himmatpura,India,30.5271,75.3627
Niceville,United States,30.529,-86.4748
Ameskroud,Morocco,30.5308,-9.3283
Anqing,China,30.5318,117.1153
Picayune,United States,30.5322,-89.6724
Suining,China,30.533,105.593
Xiashi,China,30.5333,120.6833
Hutto,United States,30.5396,-97.544
Santa Ana,Mexico,30.5406,-111.1205
Kafr Shukr,Egypt,30.547,31.2673
Abdul Hakim,Pakistan,30.55,72.1328
Nahan,India,30.55,77.3
Joshimath,India,30.555,79.565
Bandar-e Mahshahr,Iran,30.5567,49.1897
Oulad Aissa,Morocco,30.558,-8.614
Shibin al Kawm,Egypt,30.5586,31.01
Central,United States,30.5593,-91.0369
Raonta,India,30.5619,75.19
Abu Suwayr,Egypt,30.5633,32.1155
Az Zaqaziq,Egypt,30.5667,31.5
Lahfayr,Morocco,30.57,-8.4878
Dhilwan Kalan,India,30.5718,74.8655
Leander,United States,30.5728,-97.8618
Taylor,United States,30.5729,-97.4268
Matan,China,30.5731,113.3342
Bradfordville,United States,30.5735,-84.2055
Shenjiabang,China,30.5783,120.8193
Tillmans Corner,United States,30.5819,-88.2128
Gonzalez,United States,30.5822,-87.2906
Baker,United States,30.5832,-91.1582
El Golea,Algeria,30.5833,2.8833
Ismailia,Egypt,30.5833,32.2667
Kot Kapura,India,30.5833,74.9
Khizrpur,India,30.5843,76.7572
Pishin,Pakistan,30.5848,66.9948
College Station,United States,30.5852,-96.2959
Basi,India,30.5872,76.8428
Nihal Singhwala,India,30.5919,75.2804
Wuhan,China,30.5934,114.3046
Behbahan,Iran,30.5942,50.2433
Sarab-e Taveh-ye `Olya,Iran,30.5964,51.5725
Samadh Bhai,India,30.5985,75.1506
Dinshaway,Egypt,30.6,30.8167
Hirriyat Raznah,Egypt,30.6028,31.5372
Ash Shuhada',Egypt,30.6039,30.9021
Panjgirain Kalan,India,30.6096,74.9143
Safashahr,Iran,30.6133,53.1928
Al Qurayn,Egypt,30.6161,31.7353
Magdalena de Kino,Mexico,30.6167,-111.05
Al Fayd,Morocco,30.6167,-8.2167
East Milton,United States,30.6175,-86.9636
Ahumada,Mexico,30.6186,-106.5122
Pace,United States,30.6188,-87.1667
Taghbalt,Morocco,30.62,-5.35
Jalalabad,India,30.62,74.25
Wangjia,China,30.6218,120.7212
Daphne,United States,30.6263,-87.8816
Shimencun,China,30.6265,120.4417
Helixi,China,30.6267,118.9861
Milton,United States,30.6286,-87.0522
As Sidrah,Libya,30.6294,18.3503
Meicheng,China,30.631,116.581
Anazzou,Morocco,30.6333,-8.05
Malaudh,India,30.6333,75.9356
Wutong,China,30.6333,120.5333
Birkat as Sab`,Egypt,30.6338,31.0848
Heshancun,China,30.6344,120.3637
Yulee,United States,30.635,-81.5678
Samalsar,India,30.6364,74.9983
Oulad Barhil,Morocco,30.6408,-8.475
Shadegan,Iran,30.6492,48.6653
Raikot,India,30.65,75.6
Zerakpur,India,30.65,76.82
Bhankarpur,India,30.65,76.82
Hanchuan,China,30.652,113.8274
Bassian,India,30.6559,75.5389
Fernandina Beach,United States,30.6571,-81.4511
Chengdu,China,30.66,104.0633
Sahiwal,Pakistan,30.6611,73.1083
Jingling,China,30.664,113.167
Zachary,United States,30.6643,-91.1634
Bryan,United States,30.665,-96.3807
Chizhou,China,30.6654,117.4916
Georgetown,United States,30.666,-97.6966
Yasuj,Iran,30.6672,51.5797
Hihya,Egypt,30.6687,31.5904
Faridkot,India,30.67,74.76
Dipalpur,Pakistan,30.6708,73.6533
Gobindgarh,India,30.6709,76.3019
Lopon,India,30.6715,75.3438
Gholia Kalan,India,30.6726,75.18
Manoke,India,30.675,75.456
Mobile,United States,30.6782,-88.1162
Tala,Egypt,30.6801,30.9438
Roda,India,30.682,75.0195
Sohana,India,30.6833,76.7
Bagha Purana,India,30.6881,75.0984
Xiaoxita,China,30.692,111.287
Tamri,Morocco,30.695,-9.825
Agdz,Morocco,30.6978,-6.4497
Mauli,India,30.699,76.693
Awlouz,Morocco,30.7,-8.15
Khanna,India,30.7,76.22
Pinghu,China,30.7005,121.0104
Huntsville,United States,30.7009,-95.5567
Guru Har Sahai,India,30.7086,74.4041
Zifta,Egypt,30.7142,31.2443
Heroica Caborca,Mexico,30.7167,-112.15
Ourika Wawrmas,Morocco,30.7167,-6.5333
Mit Ghamr,Egypt,30.7167,31.25
Halwara,India,30.7167,75.65
Chirak,India,30.7206,75.1718
Buttar Khurd,India,30.725,75.275
Spanish Fort,United States,30.7254,-87.8597
Vicente Guerrero,Mexico,30.7264,-115.9903
Faqus,Egypt,30.7282,31.797
Uttarkashi,India,30.73,78.45
Balaungi,India,30.7306,76.6937
Nishinoomote,Japan,30.7322,130.9967
Kamalia,Pakistan,30.7333,72.65
Hujra Shah Muqim,Pakistan,30.7333,73.8167
Busayra,Jordan,30.7389,35.6072
Kharar,India,30.74,76.65
Panchkula,India,30.74,76.8
Charam,Iran,30.7461,50.7461
Iguidiy,Morocco,30.7467,-7.9267
Jiaxing,China,30.747,120.756
Crestview,United States,30.7477,-86.5785
Chandigarh,India,30.75,76.78
Ajdabiya,Libya,30.7556,20.2253
St. Marys,United States,30.7567,-81.5722
Omidiyeh,Iran,30.7583,49.705
Kaonke,India,30.7659,75.4172
Singhanwala,India,30.7699,75.1218
Kararan,India,30.772,76.7959
Prichard,United States,30.7735,-88.1301
Dala,India,30.7773,75.2494
Mudki,India,30.78,74.8811
Jagraon,India,30.78,75.48
Bogalusa,United States,30.7812,-89.8633
Gaoping,China,30.7824,106.1281
Tanta,Egypt,30.7833,31
Tangjia,China,30.7833,120.3
San Francisco,Mexico,30.7841,-112.518
Morinda,India,30.79,76.5
Dehdasht,Iran,30.7953,50.5653
Kafr Saqr,Egypt,30.7964,31.6261
Qantir,Egypt,30.8,31.8333
Akalgarh,India,30.8019,75.8582
Padiala,India,30.802,76.593
Sunbat,Egypt,30.8057,31.207
Tamezmout,Morocco,30.8075,-6.1142
Okara,Pakistan,30.8092,73.4536
Zarand,Iran,30.8108,56.5658
Ghal Kalan,India,30.8189,75.1063
Kingsland,United States,30.8194,-81.7216
Khamanon Kalan,India,30.82,76.35
Barkot,India,30.82,78.2
Sanzhou,China,30.82,108.4
Dangyang,China,30.821,111.789
Moga,India,30.822,75.174
Rangewala,Pakistan,30.8222,74.2611
Kafr az Zayyat,Egypt,30.8247,30.8153
Mit Damsis,Egypt,30.8267,31.2226
Shergarh,Pakistan,30.8281,73.7383
Al `Alamayn,Egypt,30.8333,28.95
Samrala,India,30.836,76.1932
Nanchong,China,30.8372,106.1106
Thomasville,United States,30.8394,-83.9782
At Tafilah,Jordan,30.84,35.6
Iskourane,Morocco,30.8433,-9.8186
Khokri Kalan,India,30.8456,75.3307
Gidri,India,30.8461,75.8623
DeRidder,United States,30.8468,-93.2931
Gil,India,30.8469,75.8636
Saraland,United States,30.8479,-88.1004
Burj al `Arab,Egypt,30.8489,29.6117
Valdosta,United States,30.8502,-83.2788
Al Husayniyah,Egypt,30.8617,31.9181
Talwandi Bhai,India,30.8622,74.9285
Anar,Iran,30.8694,55.2678
Taihe,China,30.8706,105.3784
Tharike,India,30.8758,75.7756
Cairo,United States,30.879,-84.205
Tabount,Morocco,30.88,-6.91
Renala Khurd,Pakistan,30.8833,73.6
Huzhou,China,30.8925,120.0875
Likak,Iran,30.8928,50.0928
Eqlid,Iran,30.8928,52.6889
Zehak,Iran,30.8933,61.6789
Ramshir,Iran,30.8936,49.4086
Tianningcun,China,30.8938,120.8009
Taozhou,China,30.8998,119.4097
Abu Sir Bana,Egypt,30.9,31.2347
Solan,India,30.905,77.097
Bainbridge,United States,30.9052,-84.5732
Abu al Matamir,Egypt,30.9084,30.1485
Ludhiana,India,30.91,75.85
Yaozhuangcun,China,30.9113,120.9573
Ferozepore,India,30.9166,74.6
Warzat,Morocco,30.9167,-6.9167
Nanqiao,China,30.9167,121.4547
Xiaoganzhan,China,30.918,113.957
Chaman,Pakistan,30.9222,66.4447
Bemiss,United States,30.9318,-83.2386
Wusong,China,30.9333,117.7667
Kishanpura Kalan,India,30.9337,75.3499
Xuanzhou,China,30.939,118.759
Xibang,China,30.9412,120.8872
Aja,Egypt,30.9414,31.2942
Timayy al Imdid,Egypt,30.9438,31.5293
Dharmkot,India,30.9456,75.2324
Zhanggu,China,30.9504,101.9167
Az Zuwaytinah,Libya,30.9522,20.1203
Al Jabayish,Iraq,30.9549,46.9751
Zaranj,Afghanistan,30.96,61.86
Chunian,Pakistan,30.9639,73.9803
Sa al Hajar,Egypt,30.9647,30.7683
Chauk Azam,Pakistan,30.9648,71.217
Ropar,India,30.9664,76.5331
Najrij,Egypt,30.9667,30.8667
Samannud,Egypt,30.9667,31.25
Al Mahallah al Kubra,Egypt,30.9686,31.1636
Taozhuangcun,China,30.9694,120.8095
Zira,India,30.97,74.99
Toba Tek Singh,Pakistan,30.9711,72.4825
Qutur,Egypt,30.9735,30.9563
Arar,Saudi Arabia,30.9753,41.0231
San al Hajar al Qibliyah,Egypt,30.9769,31.88
Landeh,Iran,30.9808,50.4214
Cananea,Mexico,30.9828,-110.3017
Guankou,China,30.988,103.647
Luocheng,China,30.99,104.25
Tamanar,Morocco,31,-9.6667
Buttar,India,31.0038,75.3973
Liannong,China,31.0107,121.0393
Al Qurnah,Iraq,31.0158,47.4306
Abadla,Algeria,31.0167,-2.7333
Chak Forty-one,Pakistan,31.0167,73.85
Pattoki,Pakistan,31.0167,73.85
Bi'r al `Abd,Egypt,31.0181,33.0111
Yong'an,China,31.0206,109.4587
Bani `Ubayd,Egypt,31.0234,31.6479
Jiangjiafan,China,31.0238,111.9709
San Felipe,Mexico,31.0275,-114.8353
Shubrakhit,Egypt,31.0275,30.7128
Phillaur,India,31.03,75.78
Ad Dab`ah,Egypt,31.0338,28.4333
Zabol,Iran,31.0339,61.4878
Damanhur,Egypt,31.0361,30.4694
An Nasiriyah,Iraq,31.0439,46.2575
Qillin,Egypt,31.0464,30.8546
Amarzgane,Morocco,31.05,-7.2167
Al Mansurah,Egypt,31.05,31.3833
Bilga,India,31.05,75.65
Belton,United States,31.0525,-97.479
Rahon,India,31.0527,76.1191
Urpaar,India,31.0537,75.9652
Wenchang,China,31.054,116.9507
Talkha,Egypt,31.0547,31.3756
Sucun,China,31.0554,118.1057
Harker Heights,United States,31.0572,-97.6446
Skoura,Morocco,31.0606,-6.5556
Mullanwala,India,31.0619,74.8228
Samundri,Pakistan,31.0625,72.9542
Dimona,Israel,31.0667,35.0333
Kasumpti,India,31.07,77.18
Killeen,United States,31.0753,-97.7297
Mahallat Damanah,Egypt,31.0754,31.4959
Shahkot,India,31.08,75.34
Kuchlagh,Pakistan,31.0833,67.1056
Fanyang,China,31.0847,118.1942
Dikirnis,Egypt,31.0883,31.5969
Sakha,Egypt,31.089,30.951
Ascension,Mexico,31.0928,-107.9964
Nabaruh,Egypt,31.0942,31.3
Al `Ajami,Egypt,31.0959,29.7604
Mu'tah,Jordan,31.1,35.7
Abu Hummus,Egypt,31.1006,30.3128
Makhu,India,31.1033,74.9963
Shimla,India,31.1033,77.1722
Ar Rahmaniyah,Egypt,31.1062,30.6337
Temple,United States,31.1068,-97.3891
Zhoujiajing,China,31.1116,121.0518
Kafr ash Shaykh,Egypt,31.1117,30.9458
Alnif,Morocco,31.1167,-5.1667
Kasur,Pakistan,31.1167,74.45
Nawashahr,India,31.1167,76.1333
Copperas Cove,United States,31.1192,-97.914
Huajing,China,31.1194,121.4519
Goraya,India,31.1241,75.7724
Al `Arish,Egypt,31.1249,33.8006
Abarkuh,Iran,31.1267,53.2592
Fangting,China,31.127,104.167
Deyang,China,31.127,104.398
Nakodar,India,31.1275,75.4781
Kafr ad Dawwar,Egypt,31.1311,30.13
Bundala,India,31.1333,75.65
Xinshi,China,31.1333,113.1167
Fort Hood,United States,31.1357,-97.7834
Disuq,Egypt,31.1422,30.645
Kafr al Kurdi,Egypt,31.1429,31.7826
Qamdo,China,31.143,97.17
Brunswick,United States,31.1449,-81.4746
Khem Karan,India,31.145,74.545
Zhaoxiang,China,31.149,121.1962
Gojra,Pakistan,31.15,72.6833
Moultrie,United States,31.1591,-83.7708
Imi-n-Tanout,Morocco,31.16,-8.85
Harike,India,31.1663,74.9418
Mit Salsil,Egypt,31.1667,31.8
Atharan Hazari,Pakistan,31.1671,72.0898
Zhongxiang,China,31.169,112.5853
Kot Radha Kishan,Pakistan,31.1725,74.0997
Macheng,China,31.173,115.008
Xigujing,China,31.1731,121.2723
Ikniwn,Morocco,31.1736,-5.6733
Biyala,Egypt,31.1747,31.2204
St. Simons,United States,31.1775,-81.3857
Sarai Jattan,India,31.1797,75.6745
Al Jammaliyah,Egypt,31.1806,31.8653
Al Matariyah,Egypt,31.1833,32.0333
Al Karak,Jordan,31.1833,35.7
Sobraon,India,31.1833,74.85
Banga,India,31.1887,75.9949
Nawagarh,India,31.1899,77.6261
Alexandria,Egypt,31.1975,29.8925
Ihaddadene,Morocco,31.2,-9.65
Surt,Libya,31.205,16.5886
Valtoha,India,31.2074,74.6423
Dazhou,China,31.2093,107.4678
Waycross,United States,31.2108,-82.3579
Country Club Estates,United States,31.2113,-81.4622
Ash Shaykh Zuwayd,Egypt,31.2119,34.1106
Xinjing,China,31.2142,121.3681
Garhshankar,India,31.2154,76.1415
Jandiala,India,31.2157,75.6218
Taouloukoult,Morocco,31.2167,-9.0833
Amizmiz,Morocco,31.2167,-8.25
Phagwara,India,31.22,75.77
Sultanpur,India,31.2235,75.2041
Setti Fatma,Morocco,31.2256,-7.6758
Shanghai,China,31.2286,121.4747
Gharyala,India,31.2294,74.7352
Ighrem n'Ougdal,Morocco,31.2333,-7.4333
Dothan,United States,31.2336,-85.407
Pudong,China,31.2347,121.5064
As Sarw,Egypt,31.2387,31.6538
Anandpur,India,31.2393,76.5025
Qal`eh Chan`an,Iran,31.2403,48.7011
Dargot,India,31.2411,76.9358
Qal'at Mgouna,Morocco,31.2414,-6.1283
McComb,United States,31.2442,-90.4716
Kut-e `Abdollah,Iran,31.2447,48.6594
Asni,Morocco,31.25,-7.9833
Bur Fu'ad,Egypt,31.25,32.3167
Ibusuki,Japan,31.2528,130.6331
Jalandhar,India,31.2569,75.4432
Beersheba,Israel,31.2589,34.7997
Arad,Israel,31.2611,35.2153
Port Said,Egypt,31.2625,32.3061
Ravar,Iran,31.2633,56.8072
Bouabout,Morocco,31.2667,-9.1833
Toundout,Morocco,31.2667,-6.5833
Anlu,China,31.2667,113.6667
